Substance,EDGAR Country Code,Country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
CO2,COK,Cook Islands,0.018731721,0.018731726,0.019976741,0.02404738,0.029529827,0.024374447,0.024012711,0.025358282,0.025161885,0.027043861,0.029126892,0.057647591,0.056781605,0.056140366,0.050100071,0.055430109,0.03589425,0.040874408,0.041225437,0.039689129,0.04014714,0.028115569,0.040932727,0.040027183,0.042115784,0.040357896,0.041364636,0.04388765,0.045476279,0.044131193,0.065501805,0.064210653,0.034969301,0.03187426,0.051738698,0.083231799,0.085902302,0.068833303,0.073856182,0.070098556,0.083534767,0.096167281,0.100331318,0.099973491,0.104113294,0.094305952,0.096110924,0.100985439,0.10068293,0.10460329,0.105135442,0.109024911
CO2,COL,Colombia,31.69399232,32.01011273,32.92610624,33.93454806,36.54727277,35.42428553,37.65509037,38.65575679,40.00364028,40.19351962,41.00411158,41.5309998,42.11376549,44.18596744,44.94507611,46.50655433,47.03398215,49.02777685,49.58852104,51.12588169,52.41134071,54.07257335,56.11941986,59.37054644,58.94063701,61.68060825,60.89124243,66.08625498,67.18598803,58.64584177,61.52913676,61.19415493,58.81601281,58.3335646,58.45994602,60.11963139,58.97491288,60.6342086,61.05108449,63.55751054,65.29813728,70.39233504,70.81151962,78.08111624,80.12928405,81.17299822,84.110158,76.66404115,80.34809029,83.4386396,73.03549238,77.57032327
CO2,COM,Comoros,0.026986742,0.027005687,0.026706804,0.027596313,0.02970158,0.031383594,0.030088648,0.030773917,0.03074609,0.034395118,0.036310182,0.033670033,0.032067605,0.032748479,0.031980075,0.032270474,0.019523928,0.05223561,0.047874754,0.044980624,0.04755969,0.054856204,0.048329597,0.047226108,0.047244962,0.048574354,0.049999228,0.051326182,0.064846375,0.066646956,0.102834844,0.107223122,0.108300726,0.139779695,0.153151217,0.148630652,0.175140007,0.115707806,0.115248017,0.142008641,0.168321063,0.140288078,0.14370259,0.171349144,0.151033827,0.164997514,0.189552909,0.251914,0.272166692,0.297099293,0.260508908,0.278186191
CO2,CPV,Cabo Verde,0.184759894,0.184771537,0.182552351,0.188490919,0.203069575,0.214674139,0.205400788,0.20995967,0.209509098,0.23479023,0.247944588,0.229219572,0.093827364,0.09578216,0.113916641,0.114971029,0.038767931,0.052357449,0.064560339,0.072877247,0.06485515,0.07768734,0.079863202,0.077933361,0.091550679,0.091750222,0.108876156,0.111656287,0.113836208,0.116928928,0.318335808,0.357360521,0.388086277,0.387795426,0.424036514,0.662502687,0.713076471,0.804281404,0.779251733,0.754035525,0.806379768,0.863288192,0.734825488,0.714661409,0.751869435,0.757030716,0.775282996,0.852350176,0.84932269,0.860547562,0.847488748,0.915312864
CO2,CRI,Costa Rica,1.446726753,1.446130055,1.62051751,1.84213585,1.808688907,1.980958074,2.043765477,2.566860795,2.772168202,2.78013873,2.496300948,2.312254046,1.967860246,2.001026133,2.091038452,2.201243584,2.296792353,2.424980681,2.559660857,2.890485877,2.929726662,3.177024201,4.266494701,4.289512631,4.991363883,4.994851503,4.773720841,4.669812716,5.203297683,5.178238491,5.144046174,5.562090064,5.663672318,6.104590572,6.199076053,6.347000324,6.972017413,7.695541184,7.623125424,7.349359953,7.278997714,7.635949599,7.621438055,7.915572849,8.02682958,7.744022809,8.267184483,8.452770593,8.601214682,8.470658611,7.252645604,8.090574591
CO2,CUB,Cuba,21.93738321,22.00141696,21.57687099,23.30452614,25.26993585,25.9868539,27.44848338,29.95187468,32.11346719,32.39257733,33.23589609,33.47737208,33.29721936,35.90241183,37.66950977,35.2162274,35.85070889,39.08742593,40.77705001,41.58820391,38.54156163,30.02764178,23.84107632,21.812596,22.50797321,23.88784835,25.86631805,28.3028332,27.129034,28.5894311,28.95532049,27.86326707,26.60552689,25.83701358,25.35788333,26.18789334,26.71511704,27.62136647,26.74650323,26.95410555,28.20932558,27.76401375,28.90671846,29.07224025,26.91118717,29.43872829,27.3627366,26.50143996,26.8989017,26.02547978,21.82407855,24.60550024
CO2,CYM,Cayman Islands,0.082881365,0.082892345,0.096831231,0.101134609,0.090295236,0.106852155,0.097514772,0.10707516,0.10850049,0.102514217,0.103834792,0.119285947,0.108834802,0.0998413,0.133260039,0.130386205,0.121241791,0.134198168,0.318178346,0.289057328,0.300944787,0.312458499,0.334932375,0.29719165,0.337243247,0.345454225,0.348123501,0.32944114,0.336791228,0.356594566,0.480072679,0.483574257,0.512020815,0.667068671,0.637316445,0.633512612,0.638877956,0.722785236,0.731251661,0.74538254,0.781608666,0.937011991,0.928458841,0.918549815,0.945936514,0.958217582,0.947930551,0.790713404,0.780387321,0.936662183,0.772904917,0.860694083
CO2,CYP,Cyprus,2.171694599,2.187405079,2.674589166,2.786371409,2.136573688,2.178485158,2.64603742,2.808428308,2.918604202,3.113063306,3.284522799,3.145865341,3.180001346,3.164835138,3.216820811,3.160433737,3.511309264,4.071797813,4.126649005,4.362564249,4.469674293,5.030274372,5.300043332,5.479128498,5.669995067,5.557800591,5.852614205,5.934316327,6.39884479,6.639465714,6.965441646,6.834857964,7.015232543,7.768676377,7.675970457,7.852016489,7.903093491,8.263356364,8.462293553,8.222924731,7.934775175,7.615882355,7.074149572,6.475149175,6.857755248,6.827251246,7.257921842,7.399905419,7.249109731,7.256855423,6.43223819,6.749550626
CO2,CZE,Czechia,190.3018692,190.4400024,190.246706,188.1726318,171.5723366,178.7296762,183.8962258,194.2849157,187.9864221,197.8821813,190.3706434,190.9763036,192.4445012,192.9667621,195.505586,192.9570295,191.5999072,192.0412346,187.7672876,179.6378227,162.9440323,147.0921627,140.9558415,138.6654535,132.9987575,133.5219663,134.7364807,131.7964524,126.0474208,118.9215757,130.4045388,130.6154604,125.4564089,129.6945087,130.920807,127.0351319,128.2415169,130.8251879,125.4705176,117.3741131,118.8073274,115.9933729,112.5824719,107.6541007,104.4835022,105.8788198,108.023581,108.4236347,107.1905268,102.2112683,92.37767311,97.69077436
CO2,DEU,Germany,1084.251361,1078.567837,1104.945144,1154.42162,1124.181768,1064.294424,1124.961598,1105.228943,1143.149906,1193.169012,1140.160641,1104.61133,1058.063893,1073.56474,1089.517664,1092.166108,1085.619373,1076.62198,1070.245747,1056.289642,1019.077771,997.1707987,943.7635429,935.098853,923.8129899,918.9521987,946.022708,913.9897447,907.6196108,874.0042407,878.4087899,893.7617901,877.4959959,879.7489334,863.6371333,843.5224974,857.9409904,827.3752594,832.298889,771.2906994,818.1541805,791.745091,804.0554254,822.0196006,782.359239,788.6143837,792.6826588,777.8788291,753.5536097,701.6162927,629.0994382,665.8836332
CO2,DJI,Djibouti,0.876469798,0.876485144,0.865897751,0.894172971,0.963600908,1.018764174,0.974621115,0.996344916,0.99420846,1.114589004,1.17720888,0.870508704,0.82683694,0.633193449,0.514393413,0.519126819,0.505023872,0.663510981,0.593971974,1.284042144,1.172956894,1.408233654,1.247695454,1.227548712,1.260676178,1.28547065,1.323175409,1.369368304,1.394924492,1.431978383,0.832180311,0.829447549,0.83985556,0.881593196,0.860482678,0.821856085,0.780084435,0.804762701,0.865845947,0.774662578,0.871911683,0.620405198,0.781077117,0.855427118,0.85887468,0.782700551,0.699084938,0.651768655,0.681970435,0.643553599,0.573854704,0.608819187
CO2,DMA,Dominica,0.028477965,0.028505434,0.032153775,0.034343025,0.031133784,0.035336171,0.032380406,0.035078704,0.035215394,0.033301556,0.033491786,0.049900718,0.044604123,0.045171929,0.052127936,0.05025951,0.040912442,0.058937744,0.063733954,0.058575202,0.056987519,0.060101325,0.063303793,0.07697685,0.100064249,0.115334344,0.12183963,0.115598263,0.098672648,0.13202246,0.163482446,0.170613472,0.187069157,0.325331961,0.334491721,0.328950104,0.344087972,0.37310488,0.356397967,0.366474326,0.376346096,0.413985453,0.418332016,0.384936317,0.419029352,0.412768274,0.423706124,0.19580846,0.217703344,0.210609466,0.174968918,0.194229582
CO2,DNK,Denmark,62.64617064,58.39407142,60.46434123,59.54100553,53.17093409,55.48191867,61.21534123,62.9497974,62.88757804,66.32765041,65.77672655,55.49943835,57.81393673,54.30238333,55.95802904,63.77790196,64.42662532,62.48836217,58.58697805,52.90721213,53.53363669,64.16483363,58.42629745,60.62148561,64.78735292,61.7386293,75.13146023,65.37383028,61.09601684,58.13786026,54.00667337,55.52018833,55.09471933,60.44830642,54.81496761,51.39245377,59.30976251,54.47828543,51.28159664,49.03321469,49.15080593,44.08247551,39.21980053,41.02199647,37.29553419,35.18691535,36.28517718,34.11041831,34.16040676,30.6856345,25.96259924,27.28003434
CO2,DOM,Dominican Republic,3.816973834,3.904529512,5.09193431,5.073138245,5.430384169,5.632424579,5.784145955,6.248876798,6.36656034,6.722616048,6.918473081,6.577625031,6.393133715,7.415403714,7.792585459,6.849068202,7.659474149,8.80225435,8.830172801,9.405942217,8.044436383,8.424503803,9.775420291,9.656742874,11.28331379,11.99499435,12.92600326,14.69109231,16.79357329,18.20614142,19.01504734,19.15962128,21.0224971,18.78749692,17.43049934,18.82846119,20.54448212,20.79300405,20.72037009,19.84539449,20.86874203,21.17098947,21.92087622,21.51374158,21.71506348,23.87807229,24.86101234,23.82255804,25.64291161,27.62018191,25.04134474,27.72657687
CO2,DZA,Algeria,18.93539266,22.31960046,34.37897322,46.47850348,39.305508,35.71953951,46.32658951,51.29233279,56.57444962,56.53993548,56.61474201,53.26463783,54.91323061,57.47846744,60.5189762,69.82022166,72.66804745,69.84177667,70.58374107,71.03636768,68.00360923,72.11717917,80.01646032,80.27160551,77.73639035,80.32163469,79.2140921,77.66283244,77.81488838,81.04615245,83.73453419,82.13538705,86.64395009,93.08482419,92.74205217,98.60871731,103.4287238,106.0299059,110.8721979,114.2757203,116.6440271,122.9711414,137.5307234,141.7187806,152.1329885,161.4831094,159.4747328,162.8018751,173.7052988,177.9234367,168.9499461,173.0006505
CO2,ECU,Ecuador,5.033184366,4.489275259,4.492519345,5.681636116,6.9390182,7.520783817,8.609016274,10.00567584,11.23974022,12.18016232,12.81912931,14.11120294,14.21215236,13.35402754,13.76515284,14.80838333,15.54521017,14.28001147,16.07712634,16.21832605,17.58689117,17.61992823,18.555697,18.09642838,18.97018684,20.81756297,23.9848623,24.98199191,24.53038164,21.70658624,22.06105259,24.30657786,24.30788227,24.844617,26.21703225,28.28808186,30.25062569,30.84093975,31.92773054,34.76078261,37.46595161,37.80651918,37.98377778,40.40119407,42.54384784,42.30064016,41.04048813,39.75040143,41.29424994,40.66078279,34.03264473,41.14067192
CO2,EGY,Egypt,25.26322772,24.96082569,27.19696367,25.260184,29.23782572,31.53170647,36.5232086,37.65448688,38.16024328,41.20568968,45.29027739,51.28299496,55.37284289,61.80136453,68.12557484,71.41842212,74.57429139,80.83457247,82.92189321,88.0921489,91.05288584,93.16296384,96.81525879,97.12715265,92.59185047,98.92067168,106.0701713,112.9653857,118.713562,128.171496,127.2090777,140.4978426,144.2678621,147.307658,159.657375,177.6198862,188.5390769,201.7322195,201.869052,210.1178856,212.4461056,220.2318995,234.3876432,230.1051509,234.5389154,240.8400677,247.5478541,268.5347498,280.76631,268.2849558,243.2893378,259.3213445
CO2,ERI,Eritrea,0.338771361,0.336939904,0.318641978,0.321449432,0.314029307,0.298507409,0.290674986,0.245621586,0.255161883,0.283297274,0.297476921,0.335801266,0.313759145,0.318564491,0.319731829,0.328940546,0.286983511,0.292041357,0.30123598,0.308507478,0.32469368,0.373644629,0.460509149,0.656600314,0.741230464,0.807620741,0.888777829,0.843473557,0.63966864,0.6794193,0.67018623,0.735101493,0.721764515,0.699588528,0.691271164,0.609422271,0.532480844,0.521431254,0.454239609,0.475387302,0.507711917,0.583880258,0.623015796,0.634399058,0.64448568,0.647474188,0.668612671,0.731663867,0.860824511,0.882671738,0.787304561,0.835199911
CO2,ESH,Western Sahara,0.086844046,0.086843293,0.085662353,0.088019339,0.094303937,0.099449564,0.099878406,0.103408319,0.100610858,0.111437479,0.122481362,0.112471631,0.115633469,0.118544738,0.115440173,0.129265659,0.133627881,0.174902401,0.163228818,0.150996761,0.14974785,0.1811122,0.160399356,0.149837903,0.151055052,0.175711496,0.179101679,0.187777984,0.190369822,0.197871142,0.255371677,0.258866918,0.258223176,0.264104805,0.263176248,0.259487617,0.259940497,0.2559866,0.257440905,0.255516828,0.252869251,0.23880542,0.239375425,0.237975877,0.233314888,0.23793799,0.239893436,0.21460285,0.22553796,0.232813543,0.19742443,0.238713663
CO2,ESP,Spain and Andorra,145.2067864,141.7526589,153.9376001,166.6737353,179.5065852,185.1696528,203.2325489,195.3849973,193.3090671,205.3477903,215.7625347,221.1936523,214.3674639,217.850148,206.752525,199.8906314,203.4180435,204.4716106,208.6974857,227.5066765,232.1166308,239.6731902,248.4478394,233.5086055,243.6826217,256.0379489,247.3980949,267.2542748,275.906895,297.9877441,314.3198389,314.7068452,332.112367,340.6074105,356.5159806,371.5371155,362.6707063,375.9739198,344.169489,304.3960291,291.3275238,293.2054674,287.0599751,260.3555782,257.6320904,273.7139466,264.6963104,280.8442626,274.3736117,256.8053837,212.4672749,231.9142275
CO2,EST,Estonia,21.61341714,21.63957116,23.70790408,26.57937766,28.31168618,31.68567249,31.84335383,33.47393088,33.89354195,35.85957087,36.08867837,38.08894575,37.51539987,37.33448846,35.91182056,35.13429469,34.31276103,33.19742201,31.72455433,28.64833305,37.47921845,33.68303162,25.73266305,19.94397717,19.987106,18.54001677,19.45982576,19.10181709,18.08512381,16.87801372,16.96227926,17.53770773,16.70144711,18.87808557,19.30538617,19.65920857,18.51476929,22.30396766,20.92090012,17.92403837,22.08513511,21.4284735,20.37931125,22.97008401,21.80981105,19.88685204,20.15050756,21.12193821,21.64017517,15.0442219,13.86140345,14.9056687
CO2,ETH,Ethiopia,1.114584364,1.123428083,1.036943053,1.138021419,1.151775607,1.014914366,1.010075509,1.079807982,1.114954354,1.159216876,1.190851053,1.297532782,1.185502437,1.267241365,1.176736309,1.228141864,1.551573195,1.820153713,1.90217248,2.005275601,2.097000657,2.071184532,1.591831359,2.059020982,2.38137577,2.703450684,3.057600296,3.208935267,3.41025623,3.361909002,3.742571137,4.644006967,4.774319708,5.1385765,5.563724765,5.319451279,5.674581407,6.211736958,6.737329849,6.784041195,6.765157919,7.879357626,8.861970895,10.22081923,12.72101525,13.39395874,15.87207812,16.8616824,18.35166654,19.79172793,18.17478199,19.20883863
CO2,FIN,Finland,43.8624109,43.47807359,47.49817718,52.1087012,48.57923275,48.02318571,54.06034472,53.57536357,58.17759945,57.94337033,58.47154851,49.06235079,47.31942924,45.73861173,47.0871763,51.52150739,51.63035381,56.29223227,54.91501351,54.93074337,57.27904582,57.72356668,54.72410973,56.11539925,62.8451371,59.42484359,65.46752788,63.3946618,60.14458392,59.47588411,57.87129686,63.94014634,66.0489529,74.30467997,70.56727953,58.31469562,69.92375065,67.94793195,59.60854038,56.99214915,65.86155344,58.14278177,52.26344799,53.50761428,49.45784233,46.0572708,48.88597447,45.97858852,47.76360879,43.80052006,38.24786852,38.99249746
CO2,FJI,Fiji,0.716316576,0.725582945,0.774362073,0.920739686,1.113390011,0.925758365,0.911381858,0.965960845,0.964524727,1.033534236,1.108288956,1.131869787,1.101784729,0.912285616,0.762756086,0.854786379,0.880161714,0.799558777,0.790251148,0.914304378,1.002094903,0.858793142,0.898584495,0.935085397,0.990906283,1.038286724,1.097351467,1.178824229,1.184076831,1.250070406,1.569573113,1.658368765,1.35291295,1.585749087,2.069242564,1.782517164,1.911808021,1.666705701,1.312523993,1.141916926,1.718599823,1.286082904,1.235169854,1.331913095,1.477660244,1.534410022,1.464432866,1.549840194,1.602188232,1.661998189,1.670804205,1.731406874
CO2,FLK,Falkland Islands,0.014343949,0.014343192,0.015491745,0.017145908,0.015769065,0.016929755,0.01551202,0.016496496,0.016415659,0.015728494,0.015518962,0.018115063,0.014969624,0.013864267,0.015262818,0.016974262,0.013106627,0.013593259,0.023591595,0.031372366,0.015716578,0.016656632,0.017525444,0.016420856,0.016162798,0.030016551,0.018765301,0.031584552,0.028962961,0.032309706,0.060037203,0.062584562,0.099155092,0.219411146,0.213522346,0.215929764,0.240273218,0.242712463,0.241151451,0.245294683,0.242781638,0.262035888,0.266460703,0.233525511,0.257116996,0.243945384,0.257549187,0.048885121,0.054584678,0.053921794,0.050016639,0.054315893
CO2,FRA,France and Monaco,467.475792,480.1250439,497.7218967,534.0927724,516.8765,477.0734635,519.7746591,502.8648258,519.8326915,527.6294331,507.5256207,457.0730768,435.078758,416.9030571,405.4477307,394.7116008,382.6368913,376.0749529,375.9676105,391.1874413,385.2489015,409.1944056,397.873008,377.8999737,372.3740224,381.2512926,396.0722831,388.1231443,410.0770861,403.731758,401.7519835,405.7051564,400.1928527,404.5487488,404.6995246,407.6985395,397.426959,390.1316389,383.4321732,370.6790898,378.2736815,365.6501682,367.6184364,362.7556857,329.8906626,334.7930313,337.7723132,341.3734063,330.5218791,323.3822251,279.2600885,302.3270747
CO2,FRO,Faroes,0.000791729,0.000831312,0.000872553,0.00091522,0.000959044,0.001003807,0.00103933,0.001075751,0.00111263,0.001149971,0.001188169,0.001216853,0.001245377,0.001274179,0.001304006,0.001334891,0.001369768,0.001406229,0.001441639,0.001468718,0.001491604,0.001506988,0.001511502,0.001512596,0.00152196,0.001531613,0.001549324,0.001567388,0.001588875,0.001615406,0.001663792,0.00169756,0.001728751,0.001758679,0.001798983,0.001829641,0.001843545,0.001851123,0.001861767,0.001873572,0.001885081,0.001896816,0.001908549,0.00190855,0.001908544,0.001908538,0.001908534,0.001922204,0.001936939,0.001951886,0.001966931,0.001978609
CO2,GAB,Gabon,0.604614883,1.117763424,1.204433987,3.855753073,3.956636966,5.09623066,5.91218303,5.84358258,6.495680663,6.399605074,6.152715191,6.476880918,6.459823942,5.933188776,6.861828162,7.842600855,5.630754232,4.802144491,4.962760805,6.260395222,6.171689797,4.934141627,4.972393225,5.082995613,5.045657409,5.670181124,6.332314046,6.048998868,6.923504964,6.591404831,6.60646801,6.74393825,6.475414006,7.345274696,6.628266726,6.394828572,5.710969729,5.179460091,5.523334491,5.445656229,5.958092347,5.823210979,5.893598093,6.081631795,6.271020664,6.444230865,6.757296753,5.677634155,5.415859173,5.58252336,5.511827645,5.520448926
CO2,GBR,United Kingdom,686.8744605,677.9848576,655.9535006,688.3898119,644.9725499,624.6735764,630.0510969,640.3605066,639.5603601,675.2246708,614.473837,594.6768196,580.754388,572.1948428,554.8971285,581.5203729,594.6816292,600.5198366,601.3937934,586.9466395,587.9531686,596.1295996,582.580505,566.5877898,561.9910532,554.0869748,572.017821,547.9729721,550.1680469,546.0700794,552.0014251,565.4510659,549.8212252,564.2941209,564.2870601,562.090924,562.7478775,552.3396269,536.5422821,486.3660068,502.0136513,462.8687667,485.5772132,472.2009719,434.2311654,419.3894903,398.633273,385.1669724,379.2617178,367.6539684,318.9227497,335.3631883
CO2,GEO,Georgia,25.8194587,25.55261811,27.03693686,28.59642446,29.9487676,32.02706049,32.39962881,32.76555171,34.08347899,35.21385391,36.28837905,36.86371587,36.54537312,36.09079192,35.92244085,35.66729772,35.42157398,35.88523774,35.47873082,34.3556798,34.74845816,26.72689805,21.02807981,16.85737572,10.92006774,8.618618822,6.871071928,6.053565779,5.431231185,5.056267257,5.37608614,3.932537508,3.451695981,3.74684429,4.089753766,4.984899892,5.466748281,6.422642729,5.636619759,6.379674599,6.231609214,7.520864283,8.186252343,8.839827907,9.548944468,10.29122311,10.75953408,10.89262666,10.80860797,11.66723587,11.24310519,11.64922028
CO2,GHA,Ghana,2.36904156,2.408753232,2.521799255,2.576721768,2.745650447,2.923645357,2.989886955,3.084814189,3.001385837,2.665429233,2.693217168,3.208145079,2.767578674,1.762667115,2.052217561,2.391644035,2.588015582,2.756155241,2.890606043,3.218213272,3.177375876,2.947951218,3.47140664,3.580786184,3.809588025,4.091666981,4.438227052,4.668128686,6.321265077,6.895600507,6.123448509,6.614494035,7.793667599,7.323038223,6.845573355,7.234665776,8.768873223,9.258186726,8.793254727,10.09283263,11.29143702,12.18061523,14.69094581,15.61780269,15.04830447,15.85165473,16.44917202,17.32750344,19.34906332,21.0001485,21.58296167,23.63553424
CO2,GIB,Gibraltar,0.069424033,0.069432725,0.059521163,0.05991756,0.059971509,0.062967427,0.062404555,0.059316164,0.056167346,0.07872063,0.093893537,0.08752619,0.097559666,0.088095887,0.084883829,0.091094201,0.117075615,0.128536023,0.143831195,0.137399848,0.143778407,0.202966335,0.240919412,0.2440223,0.288161826,0.281855233,0.288118111,0.297493011,0.31312259,0.325595353,0.341163863,0.349921311,0.356184736,0.362449581,0.393707152,0.406225504,0.424941868,0.421730397,0.431024132,0.471623211,0.474785821,0.4591764,0.468591768,0.499761122,0.537197616,0.587125277,0.61223823,0.6497661,0.689635455,0.717316274,0.651849109,0.669696558
CO2,GIN,Guinea,0.56192387,0.564805756,0.563591074,0.581420331,0.620560482,0.651215994,0.629377228,0.64488708,0.648092877,0.717762598,0.752690975,0.69236997,0.672810322,0.697603486,0.68455728,0.649276743,0.839632035,1.119091451,1.048705343,0.959660599,1.135782899,1.059158366,0.978038156,1.008084183,1.026635054,1.046788461,1.076690692,1.113114878,1.151267897,1.186610441,1.658163087,1.737814767,1.831439463,1.928759257,1.998276644,1.931610317,2.024614881,2.10382067,2.22554986,2.343659711,2.712719429,2.650298426,2.48927969,2.240673228,2.32944234,2.777807298,3.061376045,3.175659411,3.182998737,3.255304729,3.22157237,3.440748151
CO2,GLP,Guadeloupe,0.451046932,0.45451004,0.531656473,0.55027193,0.496602393,0.582012011,0.539487248,0.59119916,0.602858248,0.574638119,0.581895897,0.774288912,0.890027103,1.003656634,1.254324513,1.145237852,1.145475531,1.345665892,1.486341685,1.481150771,1.581195207,1.74159496,1.726154979,1.808239647,1.841000959,1.793263061,1.790850246,1.739450468,1.730881212,1.819121806,1.899631765,1.989403036,1.958850326,2.214302047,2.179640077,2.089633941,2.078280162,2.141313196,2.024563336,2.177917382,2.429043367,2.447884739,1.841480861,1.842383542,1.798170458,2.035853985,1.915859317,1.920806972,1.934272625,1.950550232,1.631428633,1.805211744
CO2,GMB,The Gambia,0.099043423,0.099150331,0.098097978,0.10128316,0.109039751,0.115166978,0.110409916,0.112968127,0.112979564,0.126442627,0.13322573,0.123457863,0.117711113,0.120295847,0.127739866,0.12961427,0.126935782,0.19487794,0.178604959,0.167975559,0.150302322,0.178818859,0.157809799,0.165437145,0.190106867,0.181944018,0.1873081,0.19218232,0.209064628,0.214385349,0.306665717,0.332522488,0.337296472,0.34155501,0.360151118,0.36642958,0.401624164,0.420635224,0.425136588,0.46756744,0.479035118,0.464370704,0.441627831,0.441009704,0.474914439,0.492260163,0.485374944,0.507855543,0.507520167,0.524632875,0.516930044,0.557662085
CO2,GNB,Guinea-Bissau,0.055202766,0.055242309,0.054652167,0.056402332,0.060679153,0.064035209,0.061494773,0.062925283,0.063025933,0.070288504,0.074163808,0.069200267,0.065751462,0.067150253,0.086175374,0.097304398,0.090832933,0.190805262,0.201359423,0.191512621,0.205203295,0.245615157,0.227842499,0.244904136,0.244942598,0.252019325,0.247487219,0.266082797,0.271179144,0.278449941,0.231473771,0.235852941,0.2432208,0.2858401,0.297134288,0.304215291,0.316057962,0.33389398,0.317245739,0.33320852,0.341169508,0.31932197,0.318578512,0.325805931,0.335415346,0.35110982,0.358755475,0.299112253,0.297958391,0.302025453,0.297691241,0.320930346
CO2,GNQ,Equatorial Guinea,0.042390595,0.042349426,0.048581688,0.029546814,0.035826938,0.03880883,0.038865994,0.038834116,0.073952409,0.070918832,0.06470345,0.083800543,0.0646451,0.04262132,0.045770937,0.042974889,0.04923248,0.052335538,0.058722981,0.078001366,0.065758027,0.068901618,0.068944686,0.062885848,1.194406502,1.268028424,1.380447347,1.910632221,2.286441392,2.51361848,2.996001619,4.133177809,5.333442111,5.844832407,7.007152306,9.149813695,10.22171573,9.397111248,10.61610947,10.51665987,10.74792036,11.32678368,10.92695281,10.28881993,8.999010438,7.618849087,7.693480488,6.815117941,7.469509323,6.550708396,6.660714409,7.003662021
CO2,GRC,Greece,30.09591417,31.14089107,37.97177766,40.58209842,39.77024947,41.77327113,46.75104835,48.96303705,51.56235848,54.44196094,54.57613022,54.25255988,55.36712351,58.83474156,60.24499561,63.63847238,63.24772686,68.44975351,72.94112626,77.60170133,79.09403501,79.13051492,81.21081882,80.70926742,82.23081235,85.27369336,85.17028764,86.17811696,89.67790818,89.9562512,97.09558424,99.14151395,99.17150135,102.9236684,102.6398953,104.864736,103.5333054,107.1695107,103.0788062,97.21270935,90.02339583,87.09917708,82.47302004,75.0033776,72.26786667,70.56400865,69.43494703,69.63609609,67.86096528,62.81657326,52.22028138,53.37247579
CO2,GRD,Grenada,0.039201179,0.039199112,0.044879442,0.047465674,0.042721948,0.049335575,0.045096135,0.049111278,0.049553894,0.046975074,0.047300896,0.063487439,0.0570926,0.058615737,0.068109291,0.065986322,0.075004557,0.096646205,0.100759517,0.091836416,0.133148039,0.140444298,0.152070455,0.163859355,0.18455188,0.162174705,0.175784821,0.220761436,0.197268974,0.209586585,0.229084472,0.235749395,0.266423381,0.408738562,0.39588419,0.400809486,0.418442316,0.433048668,0.437861938,0.456976833,0.481132667,0.548414199,0.571030044,0.598770239,0.556615565,0.549264387,0.564304132,0.360749707,0.378845252,0.373956789,0.30895626,0.343901235
CO2,GRL,Greenland,0.002380853,0.002440803,0.002490669,0.00253102,0.00256349,0.002589526,0.002613813,0.002625619,0.002634437,0.002649679,0.002682435,0.002711803,0.002751667,0.002795515,0.002843197,0.002889684,0.002934643,0.002973887,0.003003496,0.003038151,0.003065513,0.00309234,0.003113187,0.003132189,0.003148732,0.0031669,0.003187916,0.003205745,0.00322996,0.003256696,0.003289668,0.003317718,0.003348194,0.003380857,0.614821013,0.62121322,0.636858105,0.627371429,0.646434971,0.560752554,0.65272819,0.693907063,0.547860786,0.539522582,0.487887812,0.524947452,0.521353266,0.510758557,0.512469074,0.512476812,0.454584656,0.46451847
CO2,GTM,Guatemala,2.49098144,2.449920347,2.721408608,2.907156699,3.013264356,3.327435921,3.290033201,3.774431733,4.167676123,4.647300296,4.665531025,4.027289458,3.661567896,3.111212656,3.498045899,3.667416066,3.183219984,3.568115753,3.519560347,3.754521044,3.91312109,4.135024109,4.84677838,5.380263494,5.810777372,6.749861699,6.632162684,6.963757533,8.675972456,8.667579633,9.677780766,10.15501184,10.71449526,10.64243861,10.83488521,11.68599177,11.89118396,12.67662431,11.53830189,12.14339445,11.7815834,12.14543181,12.62359445,13.67295456,14.63674197,17.05647052,18.06231039,17.188369,18.91989318,19.93213048,17.42681847,20.19112075
CO2,GUF,French Guiana,0.281525274,0.281535614,0.332562677,0.34450165,0.306128883,0.367320556,0.334920772,0.369306436,0.37503286,0.353597322,0.35930446,0.315406598,0.355652696,0.389908236,0.362102606,0.356459491,0.410650751,0.477339158,0.551723646,0.577606423,0.672273456,0.776102668,0.670688454,0.822754665,0.808664236,0.906848769,0.918945445,0.883584263,0.89760633,0.945304568,0.547634817,0.588381051,0.534681387,0.800345104,0.787866075,0.751066319,0.684436979,0.742471989,0.739419228,0.948556009,0.929840157,0.796823674,0.659260108,0.711993136,0.750839369,0.74889338,0.830396715,0.817826886,0.822487502,0.824112403,0.777152903,0.839437082
